"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"cod_bloco_predio";"bloco_predio";"cod_ambiente_fisico";"ambiente_fisico";"tipo_ambiente";"funcao_origem";"funcao_utilizacao";"ambiente_fisico_descricao";"ambiente_fisico_area_m2"
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.139;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.157;SALA 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.158;SALA 02;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.163;SALA 07;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.140;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.141;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.142;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.143;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.144;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.145;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.146;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.147;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.148;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.149;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.150;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.151;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.152;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.153;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.154;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.155;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.156;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.159;SALA 03;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.161;SALA 05;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
4;CRE - Ceilândia;874;ESCOLA CLASSE 68 DE CEILÂNDIA;pública;3.047;"2";87.190;"2 D";PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.160;SALA 04;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.157;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.162;SALA 06;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.158;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.159;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
16;CRE - Recanto das Emas;870;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PINHEIRINHO ROXO;pública;3.043;Bloco A;87.164;SALA 08;PRÓPRIO;SALA DE AULA;SALA DE AULA;;42
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.160;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.161;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.162;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.163;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.164;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.165;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.166;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.167;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.168;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.169;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.170;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.171;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.172;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.173;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.174;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.175;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.176;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;655;CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES;pública;574;A;45.177;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
9;CRE - Planaltina;559;CENTRO EDUCACIONAL 01 DE PLANALTINA;pública;499;A;26.978;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;50
3;CRE - Plano Piloto e Cruzeiro;843;CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA GAVIÃO;pública;3.044;A;201.251;"8";PRÓPRIO;SALA DE AULA;SALA DE AULA;;36
10;CRE - Sobradinho;418;ESCOLA CLASSE CATINGUEIRO;pública;382;A;181.562;Sala 01;PRÓPRIO;SALA DE AULA;SALA DE AULA;;"27;5"
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.003;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.004;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.005;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.006;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.007;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.008;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.009;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.010;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.011;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.012;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.013;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.014;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.015;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.016;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.017;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.018;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.019;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.020;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.021;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.022;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.023;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.024;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.025;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
14;CRE - Santa Maria;133;CENTRO DE ENSINO FUNDAMENTAL 201 DE SANTA MARIA;pública;709;B;201.346;Sala 11;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"14;06"
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.026;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.027;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.028;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.029;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.030;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.031;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.032;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.033;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.034;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.035;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.036;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.037;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.038;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.039;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.040;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.041;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.042;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.043;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.044;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.045;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.046;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.047;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.048;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.049;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.050;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.051;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.052;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.053;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.054;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.055;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.056;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.057;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.058;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.059;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.060;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.061;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.062;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
7;CRE - Guará;640;CENTRO EDUCACIONAL 01 DA ESTRUTURAL;pública;560;A;45.063;Sala criada na importação dados;PRÓPRIO;SALA DE AULA;SALA DE AULA;Sala criada na importação dados;0
